;business_segment;activity_subsector;activity;company_code;company_name;CAGR Lucros 5 anos;CAGR Receitas 5 anos;D.Y;Dív. líquida/EBIT;Dív. líquida/EBITDA;Dív. líquida/PL;EV/EBIT;EV/EBITDA;Giro ativos;LPA;Liq. corrente;M. Bruta;M. EBIT;M. EBITDA;M. Líquida;P/Ativo;P/Ativo Circ. Liq.;P/Cap. Giro;P/EBIT;P/EBITDA;P/L;P/SR;P/VP;PEG Ratio;PL/Ativos;Passivos/Ativos;ROA;ROE;ROIC;VPA
0;Eletrodomésticos;Comércio;Consumo Cíclico;MGLU3;MAGAZINE LUIZA;0.0;29.98;0.0;20.18;3.57;0.47;118.79;21.03;0.99;-0.05;1.58;27.34;0.7;3.97;-1.04;0.68;-1.61;3.26;98.61;17.46;-66.56;0.69;2.28;0.44;0.3;0.7;-1.03;-3.43;-4.74;1.6
0;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;PETR4;PETROBRAS;0.0;9.88;63.56;0.87;0.71;0.69;2.12;1.73;0.65;13.53;1.17;51.31;47.78;58.64;28.61;0.36;-0.44;14.64;1.17;0.95;1.95;0.56;0.92;0.06;0.39;0.61;18.63;47.38;31.73;28.56
0;Eletrodomésticos;Comércio;Consumo Cíclico;VIIA3;VIA S.A;0.0;9.29;0.0;6.54;3.51;1.47;9.44;5.07;0.89;-0.09;0.81;30.44;4.1;7.63;-0.5;0.11;-0.19;-1.02;2.91;1.56;-23.98;0.12;0.65;0.01;0.16;0.84;-0.44;-2.72;3.93;3.44
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BBDC4;BRADESCO;4.42;8.37;7.22;0.0;0.0;0.0;5.77;0.0;0.11;1.99;8.86;36.23;11.76;0.0;10.3;0.08;-0.09;1.42;6.14;0.0;7.01;0.72;0.94;2.04;0.09;0.91;1.18;13.37;0.0;14.89
0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;B3SA3;B3;26.66;22.44;4.39;-0.5;-0.42;-0.14;11.55;9.72;0.21;0.69;1.84;89.92;55.17;65.56;41.8;1.41;-2.21;8.59;12.05;10.14;15.9;6.65;3.31;-1.53;0.43;0.57;8.88;20.84;12.39;3.33
0;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;LREN3;LOJAS RENNER;12.01;12.26;3.4;-0.78;-0.45;-0.11;12.86;7.39;0.63;1.32;1.86;60.17;10.6;18.45;9.73;0.91;-2.37;3.17;13.64;7.84;14.86;1.45;1.9;0.14;0.48;0.52;6.11;12.8;10.52;10.31
0;Telecomunicações;Telecomunicações;Comunicações;OIBR3;OI;0.0;-16.61;0.0;-5.47;1.9;0.0;-5.88;2.04;0.24;-4.45;1.37;-3.45;-28.92;83.29;-25.35;0.03;-0.04;0.36;-0.4;0.14;-0.45;0.12;-0.58;0.01;-0.05;1.05;-6.02;-128.78;-30.36;-3.46
0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;HAPV3;HAPVIDA;0.0;26.62;0.0;64.35;3.7;0.13;427.44;24.59;0.27;-0.04;1.06;25.21;0.5;8.77;-1.31;0.5;-0.56;80.39;363.09;20.89;-139.57;1.83;0.74;0.84;0.68;0.32;-0.36;-0.53;-0.56;6.88
0;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;RAIZ4;RAIZEN S.A.;0.0;0.0;4.9;11.26;2.06;1.85;20.26;3.72;2.33;0.01;1.19;4.44;1.43;7.77;0.04;0.3;-0.56;3.99;9.0;1.65;325.49;0.13;1.48;-3.35;0.2;0.79;0.09;0.45;4.11;2.05
0;Minerais Metálicos;Mineração;Materiais Básicos;VALE3;VALE;40.33;15.85;8.64;0.46;0.36;0.21;5.1;4.01;0.5;20.07;1.12;45.17;39.88;50.73;42.35;0.93;-1.13;49.16;4.64;3.65;4.37;1.85;2.15;-0.21;0.43;0.57;21.16;49.22;28.76;40.78
0;Incorporações;Construção Civil;Consumo Cíclico;VIVR3;VIVER INCORPORADORA E CONSTRUTORA ;0.0;0.0;0.0;-3.58;-3.65;0.0;-5.34;-5.45;0.29;-0.14;0.51;26.48;-67.87;-66.48;-33.48;0.35;-0.76;-0.67;-1.76;-1.8;-3.57;1.19;-0.64;0.06;-0.55;1.55;-9.83;-17.96;-136.48;-0.78
0;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;BRFS3;BRF;0.0;7.46;0.0;11.83;5.12;1.21;17.77;7.69;0.93;-1.23;1.3;16.71;2.36;5.47;-2.53;0.13;-0.24;1.25;5.94;2.57;-5.56;0.14;0.61;0.01;0.21;0.77;-2.35;-10.94;2.51;11.26
0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;CASH3;MÉLIUZ S.A.;0.0;0.0;0.0;4.36;0.0;-0.97;-0.22;0.0;0.28;-0.08;2.13;-47.13;-47.12;0.0;-17.89;0.6;-1.8;1.68;-4.57;0.0;-12.04;2.15;1.01;-0.01;0.59;0.4;-4.94;-8.42;-25.87;0.9
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BBAS3;BANCO BRASIL;22.94;9.97;9.71;0.0;0.0;0.0;3.21;0.0;0.12;10.42;24.89;31.43;16.19;0.0;12.62;0.06;-0.06;1.86;3.21;0.0;4.12;0.52;0.75;0.06;0.08;0.92;1.49;18.3;0.0;56.91
0;Produtos Diversos;Comércio;Consumo Cíclico;AMER3;AMERICANAS S.A;0.0;21.42;0.0;7.64;2.87;0.59;8.55;3.2;0.65;0.05;1.84;30.68;4.18;11.16;0.15;0.02;-0.04;0.12;0.9;0.34;24.62;0.04;0.07;-0.64;0.35;0.65;0.1;0.28;1.24;16.74
0;Transporte Aéreo;Transporte;Bens Industriais;AZUL4;AZUL;0.0;8.38;0.0;23.54;0.0;0.0;26.34;0.0;0.83;-1.76;0.35;19.26;6.35;0.0;-14.59;0.54;-0.75;-1.01;10.17;0.0;-4.43;0.65;-0.49;0.1;-1.1;2.1;-12.12;-11.03;25.84;-15.92
0;Bancos;Intermediários Financeiros;Financeiro e Outros;ITUB4;BANCO ITAU UNIBANCO;5.07;13.63;3.79;0.0;0.0;0.0;6.47;5.74;0.12;3.03;0.0;40.78;13.25;14.94;10.48;0.11;-0.12;0.0;7.01;6.21;8.86;0.93;1.48;0.81;0.08;0.92;1.28;16.75;0.0;18.09
0;Serviços Educacionais;Diversos;Consumo Cíclico;COGN3;COGNA ON;0.0;-1.85;0.0;16.82;6.02;0.48;28.41;10.17;0.19;-0.14;1.24;60.85;7.28;20.33;-5.32;0.16;-0.19;4.4;11.59;4.15;-15.86;0.84;0.33;0.17;0.47;0.49;-0.99;-2.1;1.63;6.6
0;Serviços Financeiros Diversos;Serviços Financeiros Diversos;Financeiro e Outros;CIEL3;CIELO;-19.03;-1.62;4.85;1.77;1.3;0.34;7.01;5.14;0.1;0.52;1.15;41.38;25.11;34.29;13.2;0.13;-1.06;1.12;5.24;3.84;9.97;1.32;1.02;0.22;0.13;0.87;1.29;10.22;10.27;5.09
0;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;UGPA3;ULTRAPAR PARTICIPAÇÕES;2.73;12.42;4.42;2.13;1.63;0.59;6.52;4.99;3.94;1.61;1.45;5.12;2.33;3.04;1.25;0.4;-0.82;2.53;4.39;3.36;8.16;0.1;1.21;0.07;0.33;0.67;4.94;14.79;11.82;10.92
0;Logística;Transporte;Bens Industriais;SEQL3;SEQUOIA LOGISTICA E TRANSPORTES S.A;0.0;0.0;0.0;7.79;2.67;1.19;13.35;4.58;0.94;-0.49;0.99;18.55;4.44;12.96;-3.74;0.23;-0.34;-90.4;5.56;1.91;-6.61;0.25;0.85;0.0;0.27;0.73;-3.53;-12.87;6.43;3.82
0;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;PRIO3;PETRO RIO;69.51;61.68;0.0;-0.03;-0.02;-0.01;8.03;6.53;0.36;3.81;7.82;65.73;58.63;72.05;47.17;1.7;-3.85;3.49;8.05;6.55;10.01;4.72;3.66;0.05;0.46;0.54;16.97;36.6;20.56;10.41
0;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;MRFG3;MARFRIG;0.0;35.31;34.1;3.04;2.31;5.87;3.37;2.56;0.87;8.26;1.28;15.93;11.48;15.12;4.65;0.03;-0.05;0.41;0.32;0.25;0.8;0.04;0.62;0.07;0.05;0.78;4.07;78.08;14.51;10.57
0;Bancos;Intermediários Financeiros;Financeiro e Outros;ITSA4;ITAUSA;12.0;11.75;5.48;0.5;0.47;0.1;6.22;5.9;0.09;1.49;1.4;34.89;170.3;179.51;165.22;0.89;-1.0;26.74;5.71;5.41;5.88;9.72;1.2;0.25;0.74;0.22;15.08;20.43;16.44;7.3
0;Cervejas e Refrigerantes;Bebidas;Consumo não Cíclico;ABEV3;AMBEV;0.86;9.82;5.82;-0.93;-0.7;-0.18;10.97;8.23;0.56;0.83;1.19;49.47;21.95;29.27;16.57;1.45;-2.05;31.37;11.9;8.92;15.75;2.61;2.29;-0.91;0.63;0.36;9.22;14.52;17.86;5.73
0;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;USIM5;USIMINAS;47.29;24.78;8.64;0.42;0.32;0.04;3.93;2.94;0.81;1.29;3.78;17.49;8.21;10.99;4.98;0.23;-0.46;0.61;3.42;2.56;5.65;0.28;0.35;-0.07;0.65;0.35;4.04;6.24;4.61;20.66
0;Produtos Diversos;Comércio;Consumo Cíclico;PETZ3;PETZ;0.0;0.0;0.6;-0.94;-0.52;-0.07;20.3;11.31;0.74;0.13;1.67;48.68;5.44;9.76;2.28;0.85;-1.25;6.68;21.24;11.83;50.64;1.15;1.66;-3.06;0.51;0.49;1.68;3.29;6.51;3.97
0;Viagens e Turismo;Viagens e Lazer;Consumo Cíclico;CVCB3;CVC BRASIL;0.0;-4.94;0.0;-1.77;5.98;0.69;-8.03;27.19;0.27;-1.75;0.73;100.0;-13.42;3.96;-39.85;0.23;-0.52;-1.09;-6.26;21.21;-2.11;0.84;2.45;0.0;0.09;0.91;-10.76;-116.29;-18.08;1.5
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CPLE6;COPEL;-0.39;12.85;11.94;3.02;0.0;0.43;9.68;0.0;0.46;0.32;1.54;21.07;13.04;0.0;3.84;0.41;-0.52;5.42;6.8;0.0;23.12;0.89;0.97;-0.27;0.42;0.57;1.76;4.19;8.15;7.66
0;Alimentos;Comércio e Distribuição;Consumo não Cíclico;ASAI3;SENDAS DISTRIBUIDORA S.A.;0.0;0.0;0.85;2.37;1.78;1.73;11.36;8.53;1.34;0.9;0.86;16.44;5.23;6.96;2.24;0.63;-0.97;-11.46;8.99;6.75;21.01;0.47;6.58;-0.87;0.1;0.9;3.0;31.31;16.59;2.89
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;ENEV3;ENEVA;0.0;18.85;0.0;3.16;2.36;0.41;13.38;9.98;0.17;0.67;2.34;35.01;32.61;43.72;19.28;0.57;-0.89;2.73;10.21;7.62;17.28;3.33;1.32;-0.76;0.43;0.57;3.28;7.64;5.56;8.75
0;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;VBBR3;VIBRA ENERGIA S.A.;0.0;8.47;5.57;3.73;3.22;1.03;8.86;7.65;4.44;1.71;2.19;4.61;1.99;2.3;1.14;0.45;-0.94;1.61;5.13;4.43;8.97;0.1;1.42;-0.16;0.32;0.68;5.05;15.8;9.79;10.85
0;Produtos de Uso Pessoal;Produtos de Uso Pessoal e de Limpeza;Consumo não Cíclico;NTCO3;NATURA &CO HOLDING S.A.;0.0;38.39;0.87;20.46;3.08;0.39;67.57;10.16;0.69;-0.92;1.27;64.23;1.18;7.85;-3.39;0.38;-0.54;6.18;47.11;7.08;-16.4;0.56;0.91;0.05;0.42;0.58;-2.34;-5.54;0.68;16.62
0;Bancos;Intermediários Financeiros;Financeiro e Outros;MODL3;BANCO MODAL S.A;0.0;0.0;6.89;0.0;0.0;0.0;20.89;0.0;0.18;0.07;0.0;56.79;6.94;0.0;3.57;0.16;-0.19;0.0;12.89;0.0;25.06;0.9;0.95;-0.44;0.17;0.83;0.64;3.8;0.0;1.83
0;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;BEEF3;MINERVA;33.65;22.82;4.5;2.53;2.19;10.41;5.49;4.75;1.48;1.37;1.7;18.34;8.09;9.35;2.63;0.36;-1.11;1.27;2.96;2.56;9.13;0.24;12.19;0.19;0.03;0.97;3.9;133.61;15.04;1.02
0;Medicamentos e Outros Produtos;Comércio e Distribuição;Saúde;HYPE3;HYPERA;11.95;16.61;2.81;2.72;2.57;0.63;13.92;13.18;0.32;2.68;1.63;63.1;32.9;34.73;22.48;1.17;-1.83;8.41;11.2;10.61;16.39;3.68;2.61;0.59;0.45;0.55;7.14;15.92;11.78;16.82
0;Carnes e Derivados;Alimentos Processados;Consumo não Cíclico;JBSS3;JBS;142.49;15.53;10.72;2.47;1.89;1.75;3.79;2.9;1.84;8.83;1.46;17.96;8.29;10.84;5.16;0.2;-0.34;1.57;1.32;1.01;2.11;0.11;0.93;0.25;0.21;0.77;9.49;44.22;18.49;19.96
0;Transporte Aéreo;Transporte;Bens Industriais;GOLL4;GOL;0.0;-5.51;0.0;-5.98;0.0;0.0;-7.33;0.0;0.81;-1.44;0.23;7.02;-13.61;0.0;-34.36;1.14;-1.41;-1.78;-10.36;0.0;-4.1;1.41;-0.87;-0.81;-1.32;2.32;-27.89;-21.18;17.72;-6.79
0;Exploração de Rodovias;Transporte;Bens Industriais;CCRO3;CCR;18.12;12.68;3.51;2.05;1.78;1.76;4.22;3.65;0.38;2.05;1.17;58.37;52.72;60.9;21.55;0.43;-0.58;11.82;2.17;1.88;5.3;1.14;1.85;0.01;0.23;0.77;8.18;34.96;17.92;5.85
0;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;PETR3;PETROBRAS;0.0;9.88;56.78;0.87;0.71;0.69;2.12;1.73;0.65;13.53;1.17;51.31;47.78;58.64;28.61;0.41;-0.49;16.39;1.31;1.07;2.18;0.62;1.03;0.07;0.39;0.61;18.63;47.38;31.73;28.56
0;Transporte Ferroviário;Transporte;Bens Industriais;RAIL3;RUMO;0.0;10.6;0.11;3.09;1.87;0.61;14.1;8.56;0.21;0.28;1.71;31.97;30.85;50.84;5.23;0.73;-0.92;8.23;11.01;6.68;64.92;3.4;2.17;0.27;0.34;0.66;1.12;3.34;8.84;8.31
0;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;SOMA3;GRUPO DE MODA SOMA S.A.;0.0;0.0;0.97;2.6;0.0;0.13;22.42;0.0;0.45;0.39;1.98;55.8;7.85;0.0;6.5;0.71;-1.01;4.8;19.82;0.0;23.92;1.56;0.99;5.45;0.71;0.29;2.96;4.15;3.62;9.45
0;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;AMAR3;LOJAS MARISA;0.0;-2.41;0.0;-50.85;36.57;1.57;-59.74;42.96;0.78;-0.76;1.36;43.55;-1.08;1.5;-9.3;0.07;-0.14;0.62;-8.89;6.39;-1.03;0.1;0.27;0.01;0.27;0.73;-7.23;-26.59;-3.01;2.84
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;ELET3;ELETROBRAS;6.5;-9.01;2.17;3.9;3.35;0.32;12.89;11.07;0.14;2.04;1.76;56.99;24.48;28.51;12.5;0.31;-0.37;4.37;8.94;7.67;17.5;2.19;0.74;-0.65;0.42;0.58;1.76;4.21;4.52;48.45
0;Incorporações;Construção Civil;Consumo Cíclico;MRVE3;MRV ENGENHARIA E PARTICIPAÇÕES;-5.0;10.87;6.28;7.51;5.86;1.0;11.2;8.75;0.3;0.89;2.11;20.6;12.01;15.38;6.27;0.13;-0.25;0.55;3.69;2.88;7.07;0.44;0.49;-0.18;0.27;0.69;1.89;6.94;3.48;12.84
0;Motores . Compressores e Outros;Máquinas e Equipamentos;Bens Industriais;WEGE3;WEG;29.8;25.71;1.37;-0.3;-0.27;-0.1;32.37;29.11;1.06;1.0;1.91;29.08;16.89;18.78;14.07;5.87;-19.46;17.58;32.67;29.38;39.22;5.52;10.82;2.26;0.54;0.46;14.96;27.6;22.5;3.63
0;Exploração. Refino e Distribuição;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;CSAN3;COSAN;7.11;26.99;2.73;5.08;3.49;2.0;9.87;6.77;0.37;0.78;1.89;23.12;17.22;25.11;4.09;0.31;-0.41;2.59;4.78;3.28;20.15;0.82;1.88;-0.27;0.16;0.68;1.52;9.33;6.87;8.35
0;Material Aeronáutico e de Defesa;Material de Transporte;Bens Industriais;EMBR3;EMBRAER;0.0;1.13;0.0;-8.16;-12.2;0.59;-20.83;-31.16;0.38;-1.43;1.77;18.77;-4.72;-3.16;-5.24;0.23;-0.52;0.92;-12.67;-18.96;-11.43;0.6;0.91;-0.04;0.25;0.73;-1.98;-7.98;-3.38;17.98
0;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;GGBR4;GERDAU;0.0;15.78;12.73;0.22;0.2;0.09;2.49;2.27;1.08;8.23;2.25;24.43;23.0;25.23;16.01;0.6;-1.13;2.28;2.41;2.2;3.47;0.55;0.97;0.58;0.62;0.38;17.26;27.99;25.44;29.39
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;CMIG4;CEMIG;64.85;12.38;14.03;1.44;1.11;0.31;7.55;5.79;0.64;1.85;1.27;16.75;13.08;17.07;11.65;0.44;-0.6;7.67;5.26;4.03;5.91;0.69;1.14;-4.71;0.39;0.61;7.47;19.31;13.9;9.57
0;Material Rodoviário;Material de Transporte;Bens Industriais;POMO4;MARCOPOLO;3.43;6.33;4.33;9.41;5.09;0.47;28.19;15.25;0.64;0.27;1.57;12.71;3.25;6.01;5.51;0.42;-0.95;2.12;20.29;10.98;11.96;0.66;1.02;-0.3;0.42;0.58;3.54;8.53;1.65;3.22
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;LIGT3;LIGHT;0.0;9.08;9.65;4.73;3.24;0.87;5.35;3.67;0.52;-0.28;1.33;18.66;10.91;15.9;-0.73;0.04;-0.05;0.47;0.62;0.43;-9.27;0.07;0.11;0.08;0.31;0.69;-0.38;-1.22;7.91;23.16
0;Exploração de Imóveis;Exploração de Imóveis;Financeiro e Outros;MULT3;MULTIPLAN;15.8;9.22;2.87;1.81;1.54;0.29;15.87;13.47;0.17;1.28;1.37;81.15;59.44;70.02;42.79;1.38;-1.65;31.02;14.06;11.93;19.52;8.36;2.28;0.28;0.61;0.39;7.07;11.69;10.59;10.96
0;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;CSNA3;CSN;0.0;22.81;13.73;2.37;0.0;1.01;4.92;0.0;0.53;1.84;1.45;31.61;20.71;0.0;5.6;0.28;-0.45;2.37;2.56;0.0;9.45;0.53;1.09;-0.11;0.26;0.71;2.95;11.56;9.56;15.92
0;Produtos Diversos;Comércio;Consumo Cíclico;LJQQ3;LOJAS QUERO-QUERO S/A;0.0;0.0;0.0;-0.82;-0.41;-0.15;6.3;3.11;0.8;0.02;1.91;34.35;4.3;8.72;0.12;0.24;-0.72;0.78;7.13;3.52;246.96;0.31;1.33;-2.56;0.18;0.82;0.1;0.54;10.0;2.78
0;Madeira;Madeira e Papel;Materiais Básicos;DXCO3;DURATEX;116.62;15.88;4.99;2.63;1.67;0.62;6.7;4.26;0.56;1.35;1.41;34.82;15.97;25.12;12.88;0.37;-0.57;3.5;4.07;2.59;5.05;0.65;0.96;-0.23;0.38;0.62;7.27;19.09;11.26;7.06
0;Calçados;Tecidos. Vestuário e Calçados;Consumo Cíclico;ALPA4;ALPARGATAS;-19.63;2.36;0.0;3.12;2.48;0.11;37.66;29.98;0.49;0.18;2.52;46.1;4.81;6.04;2.9;0.82;-1.47;3.05;34.61;27.55;57.31;1.66;1.21;-0.7;0.68;0.32;1.43;2.11;1.62;8.43
0;Minerais Metálicos;Mineração;Materiais Básicos;CMIN3;CSN MINERAÇÃO S.A.;0.0;0.0;18.8;-0.39;0.0;-0.12;6.37;0.0;0.45;0.51;2.77;42.3;33.29;0.0;23.29;1.01;-1.81;3.61;6.76;0.0;9.66;2.25;2.04;-0.16;0.5;0.5;10.5;21.13;13.85;2.4
0;Serviços de Apoio e Armazenagem;Transporte;Bens Industriais;STBP3;SANTOS BRASIL;0.0;13.09;8.39;-0.79;-0.56;-0.2;11.68;8.29;0.38;0.49;1.99;43.91;28.52;40.17;22.04;1.37;-1.73;13.07;12.47;8.85;16.13;3.56;3.17;0.11;0.43;0.57;8.47;19.64;15.41;2.48
0;Tecidos. Vestuário e Calçados;Comércio;Consumo Cíclico;CEAB3;CEA MODAS;0.0;1.51;0.0;8.63;2.55;0.41;13.69;4.05;0.68;-0.19;1.25;49.14;2.18;7.36;-0.94;0.07;-0.14;0.82;5.06;1.5;-11.66;0.11;0.24;0.1;0.31;0.69;-0.64;-2.07;0.52;9.04
0;Energia Elétrica;Energia Elétrica;Utilidade Pública;EQTL3;EQUATORIAL ENERGIA;26.81;24.97;2.44;4.16;3.44;1.43;9.44;7.8;0.38;2.07;1.54;31.25;20.54;24.86;8.56;0.42;-0.56;4.61;5.28;4.36;12.67;1.08;1.82;-0.35;0.23;0.74;3.29;14.34;9.14;14.42
0;Incorporações;Construção Civil;Consumo Cíclico;TEND3;CONSTRUTORA TENDA;0.0;19.26;0.0;-1.72;-1.95;0.95;-2.74;-3.11;0.54;-5.04;1.34;6.16;-20.31;-17.88;-22.88;0.11;-0.2;1.01;-1.02;-1.16;-0.91;0.21;0.57;0.0;0.2;0.8;-12.29;-62.35;-21.73;8.09
0;Papel e Celulose;Madeira e Papel;Materiais Básicos;KLBN4;KLABIN;54.55;19.06;7.69;3.14;2.62;1.82;6.38;5.33;0.42;0.84;1.94;47.5;33.4;40.02;23.42;0.45;-0.62;3.58;3.23;2.7;4.61;1.08;1.87;0.09;0.24;0.76;9.86;40.56;12.22;2.06
0;Medicamentos e Outros Produtos;Comércio e Distribuição;Saúde;RADL3;RAIA DROGASIL;14.5;16.47;1.08;1.13;0.6;0.37;24.33;12.93;1.68;0.53;1.52;30.4;6.04;11.37;3.18;2.35;-5.3;12.32;23.2;12.33;44.05;1.4;7.68;2.37;0.31;0.69;5.33;17.44;20.49;3.06
0;Alimentos;Comércio e Distribuição;Consumo não Cíclico;GMAT3;GRUPO MATEUS S.A.;0.0;0.0;0.0;2.05;1.63;0.34;13.76;10.93;1.63;0.43;3.57;22.39;5.97;7.52;4.71;1.14;-3.13;2.48;11.71;9.3;14.87;0.7;1.97;0.55;0.58;0.42;7.65;13.26;11.29;3.24
0;Telecomunicações;Telecomunicações;Comunicações;TIMS3;TIM;6.24;5.81;4.81;0.07;0.02;0.01;9.29;2.94;0.38;0.69;0.79;50.51;14.68;46.39;7.76;0.52;-0.63;-10.58;9.22;2.92;17.43;1.35;1.15;-0.4;0.45;0.55;2.96;6.58;10.24;10.49
0;Exploração de Rodovias;Transporte;Bens Industriais;ECOR3;ECORODOVIAS;0.0;10.46;0.19;7.13;4.93;4.22;9.24;6.39;0.3;0.21;0.81;30.72;24.54;35.51;2.68;0.16;-0.19;-4.08;2.11;1.46;19.3;0.52;1.25;-0.13;0.12;0.86;0.81;6.47;7.7;3.24
0;Programas e Serviços;Programas e Serviços;Tecnologia da Informação;LWSA3;LOCAWEB SERVIÇOS DE INTERNET S.A.;0.0;23.75;0.0;-11.44;-10.71;-0.45;16.6;15.55;0.24;0.01;2.16;45.11;10.87;11.61;0.39;0.72;-1.34;2.91;28.04;26.26;785.8;3.05;1.11;0.88;0.65;0.35;0.09;0.14;2.5;4.98
0;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;Saúde;ODPV3;ODONTOPREV;15.52;6.18;2.33;-0.64;-0.59;-0.3;12.64;11.56;0.88;0.78;0.82;61.42;29.78;32.54;23.72;3.48;-4.97;-51.65;13.28;12.15;16.67;3.95;6.14;0.93;0.57;0.43;20.89;36.85;30.67;2.12
0;Siderurgia;Siderurgia e Metalurgia;Materiais Básicos;GOAU4;METALURGICA GERDAU;0.0;15.78;9.94;0.19;0.18;0.23;0.84;0.77;1.07;4.55;2.28;24.43;22.94;25.17;5.47;0.16;-0.31;0.61;0.66;0.6;2.76;0.15;0.78;0.28;0.21;0.38;5.86;28.16;25.12;16.15
0;Aluguel de carros;Diversos;Consumo Cíclico;RENT3;LOCALIZA;35.08;19.68;2.28;5.67;4.22;1.14;19.59;14.6;0.23;1.87;1.06;40.31;28.05;37.65;12.67;0.88;-1.15;67.89;13.92;10.37;30.83;3.91;2.79;-3.81;0.32;0.68;2.87;9.06;6.78;20.66
0;Bancos;Intermediários Financeiros;Financeiro e Outros;BBDC3;BRADESCO;4.42;8.37;7.48;0.0;0.0;0.0;5.77;0.0;0.11;1.99;8.86;36.23;11.76;0.0;10.3;0.07;-0.08;1.25;5.39;0.0;6.15;0.63;0.82;1.79;0.09;0.91;1.18;13.37;0.0;14.89
0;Açucar e Alcool;Alimentos Processados;Consumo não Cíclico;SMTO3;SÃO MARTINHO;30.86;16.99;4.26;3.17;1.77;1.22;7.42;4.13;0.33;3.08;2.11;34.59;35.22;63.29;17.3;0.5;-0.76;2.8;4.25;2.36;8.64;1.5;1.63;-0.34;0.31;0.69;5.78;18.82;12.87;16.35
0;Incorporações;Construção Civil;Consumo Cíclico;CYRE3;CYRELA;40.16;8.44;3.89;1.73;2.12;0.25;7.83;9.6;0.36;2.05;2.9;32.54;17.75;14.47;15.28;0.39;-0.87;1.09;6.1;7.48;7.08;1.08;0.89;-0.49;0.44;0.52;5.55;12.63;7.54;16.22
0;Papel e Celulose;Madeira e Papel;Materiais Básicos;SUZB3;SUZANO S.A.;60.88;32.9;5.1;2.96;2.17;2.08;6.2;4.55;0.36;13.4;2.81;49.45;41.93;57.17;38.86;0.5;-0.69;2.73;3.24;2.38;3.5;1.36;2.28;0.07;0.22;0.78;14.18;65.24;15.82;20.53
0;Máq. e Equip. Industriais;Máquinas e Equipamentos;Bens Industriais;AERI3;AERIS IND. E COM. DE EQUIP. GERACAO DE ENERGIA S.A;0.0;0.0;1.68;3.54;2.83;0.85;7.95;6.36;0.65;-0.12;1.95;11.93;8.65;10.81;-3.76;0.25;-0.8;0.75;4.42;3.53;-10.17;0.38;1.07;0.04;0.23;0.77;-2.46;-10.48;7.31;1.15
0;Computadores e Equipamentos;Computadores e Equipamentos;Tecnologia da Informação;MLAS3;MULTILASER INDUSTRIAL S.A.;0.0;0.0;5.15;0.36;0.32;0.04;4.36;3.9;0.64;0.55;3.35;23.11;12.0;13.42;10.97;0.31;-1.51;0.55;4.0;3.58;4.37;0.48;0.47;-0.1;0.66;0.34;7.04;10.7;9.69;5.11
0;Alimentos;Comércio e Distribuição;Consumo não Cíclico;CRFB3;ATACADÃO;1.69;15.4;2.28;1.62;1.2;0.37;8.1;6.0;1.11;0.83;0.91;19.1;4.79;6.47;1.69;0.35;-0.65;-8.04;6.48;4.8;18.39;0.31;1.47;-0.41;0.24;0.76;1.88;7.99;10.43;10.35
0;Telecomunicações;Telecomunicações;Comunicações;VIVT3;TELEFÔNICA BRASIL;-2.38;2.14;7.35;2.58;0.88;0.25;13.06;4.47;0.4;2.46;0.78;42.9;13.73;40.14;8.5;0.58;-0.68;-14.15;10.48;3.59;16.93;1.44;1.01;-0.49;0.57;0.43;3.43;5.97;6.64;41.15
